"longitude","latitude"
-156.5625,32.6875
-133.270833333333,39.3125
-120.229166666667,41.1041666666667
-140.104166666667,48.5625
-99.2708333333333,60.3125
-151.8125,51.0208333333333
-113.229166666667,32.5208333333333
-169.5625,32.0625
-161.895833333333,54.2291666666667
-110.9375,52.5208333333333
-173.020833333333,66.2291666666667
-149.520833333333,29.1875
-142.6875,70.8958333333333
-161.0625,70.8125
-171.8125,42.6458333333333
-111.9375,51.1041666666667
-166.520833333333,41.5208333333333
-123.729166666667,37.0208333333333
-118.9375,57.0208333333333
-126.604166666667,73.0625
-106.9375,43.7291666666667
-153.895833333333,56.1041666666667
-132.145833333333,44.5208333333333
-100.604166666667,33.4375
-135.979166666667,65.7708333333333
-143.395833333333,41.7291666666667
-136.0625,69.3958333333333
-107.5625,31.7708333333333
-104.979166666667,56.6458333333333
-154.895833333333,51.6875
-108.8125,36.0625
-97.6458333333333,28.5625
-113.354166666667,39.3125
-148.770833333333,46.9791666666667
-150.1875,41.5208333333333
-140.770833333333,42.3125
-147.1875,53.6875
-152.9375,45.6041666666667
-157.520833333333,28.3541666666667
-116.0625,72.9375
-126.770833333333,46.1458333333333
-104.0625,27.0208333333333
-143.854166666667,33.3958333333333
-138.770833333333,53.8125
-96.2708333333333,34.4375
-166.020833333333,40.8541666666667
-108.770833333333,54.8958333333333
-136.395833333333,54.7708333333333
-94.9375,48.0625
-130.520833333333,60.6875
-141.229166666667,55.5208333333333
-148.270833333333,47.8541666666667
-152.9375,61.5625
-120.3125,32.1458333333333
-106.645833333333,29.4791666666667
-148.145833333333,54.1458333333333
-117.395833333333,36.4791666666667
-106.145833333333,60.2291666666667
-130.6875,64.9791666666667
-130.645833333333,29.2291666666667
-125.020833333333,31.3541666666667
-105.1875,58.1041666666667
-162.0625,64.8958333333333
-154.145833333333,33.8125
-164.4375,48.6875
-108.479166666667,57.9375
-103.145833333333,47.1875
-127.4375,33.4791666666667
-96.9791666666667,64.1041666666667
-136.604166666667,63.4791666666667
-102.3125,28.1875
-130.395833333333,41.7291666666667
-108.270833333333,62.5208333333333
-131.6875,33.9375
-115.6875,41.8125
-135.895833333333,40.6875
-108.979166666667,56.1458333333333
-130.229166666667,29.0625
-139.3125,35.5208333333333
-166.770833333333,31.2708333333333
-149.145833333333,35.8541666666667
-150.1875,52.5208333333333
-104.229166666667,67.3125
-156.229166666667,31.8958333333333
-164.3125,62.0208333333333
-135.520833333333,69.4375
-137.8125,42.2708333333333
-101.854166666667,31.3125
-106.854166666667,55.9375
-154.5625,32.2708333333333
-117.270833333333,55.7708333333333
-155.604166666667,44.4375
-136.729166666667,41.1458333333333
-171.770833333333,47.3958333333333
-156.479166666667,44.1041666666667
-147.604166666667,48.5625
-134.270833333333,59.4375
-114.1875,49.7291666666667
-152.604166666667,50.3125
-163.645833333333,28.1041666666667
-142.1875,49.3125
-128.9375,30.2708333333333
-172.5625,42.4375
-167.854166666667,40.9375
-125.1875,68.5625
-97.4791666666667,28.2291666666667
-116.5625,35.9791666666667
-122.104166666667,56.9375
-161.0625,64.3541666666667
-156.1875,27.8958333333333
-104.770833333333,31.6875
-149.8125,37.4791666666667
-142.520833333333,29.4791666666667
-102.104166666667,44.6875
-110.979166666667,29.2291666666667
-125.520833333333,60.3125
-143.979166666667,33.6041666666667
-104.020833333333,37.6458333333333
-163.0625,56.3541666666667
-105.1875,68.7291666666667
-99.3958333333333,59.9375
-98.2708333333333,62.0625
-156.6875,43.1458333333333
-100.895833333333,28.7708333333333
-163.145833333333,37.7708333333333
-159.145833333333,44.7291666666667
-100.4375,44.7291666666667
-159.979166666667,31.1041666666667
-163.979166666667,53.5208333333333
-126.8125,62.8541666666667
-160.229166666667,45.2291666666667
-167.979166666667,52.7291666666667
-145.4375,33.0208333333333
-105.0625,67.5208333333333
-94.8125,35.6041666666667
-117.145833333333,62.6041666666667
-100.770833333333,26.7291666666667
-102.0625,36.2291666666667
-103.145833333333,49.1458333333333
-102.520833333333,54.4375
-115.020833333333,42.9375
-160.354166666667,33.2708333333333
-122.729166666667,70.2291666666667
-118.854166666667,50.5208333333333
-135.104166666667,47.8958333333333
-109.979166666667,51.8958333333333
-154.520833333333,51.0625
-119.4375,28.1458333333333
-162.4375,45.9791666666667
-103.5625,55.1875
-114.645833333333,71.2708333333333
-130.1875,65.9791666666667
-115.5625,54.6458333333333
-102.229166666667,49.1041666666667
-165.270833333333,63.3125
-163.520833333333,68.6041666666667
-134.520833333333,40.5625
-139.6875,46.9791666666667
-99.8125,66.8125
-114.3125,28.8125
-172.104166666667,30.0208333333333
-143.104166666667,34.2708333333333
-148.3125,62.3125
-161.1875,57.8541666666667
-133.895833333333,46.0208333333333
-163.229166666667,28.3958333333333
-109.645833333333,39.9375
-111.5625,49.8541666666667
-149.895833333333,57.7708333333333
-147.854166666667,73.3958333333333
-146.729166666667,41.3958333333333
-103.9375,49.1458333333333
-125.354166666667,61.6041666666667
-158.645833333333,36.1875
-110.3125,43.6875
-140.020833333333,54.4791666666667
-141.229166666667,70.3541666666667
-119.8125,67.5208333333333
-158.479166666667,67.8125
-152.604166666667,68.4375
-149.145833333333,49.7708333333333
-153.5625,29.0625
-138.479166666667,31.6458333333333
-104.8125,42.6875
-159.270833333333,28.7708333333333
-108.145833333333,35.6875
-128.9375,50.9375
-119.395833333333,30.6458333333333
-149.3125,69.6458333333333
-124.395833333333,46.1458333333333
-159.6875,48.9791666666667
-161.479166666667,36.9375
-117.854166666667,38.1875
-97.3541666666667,32.8541666666667
-112.1875,40.9375
-128.1875,29.1041666666667
-143.979166666667,65.9791666666667
-124.8125,71.8541666666667
-115.1875,33.3541666666667
-133.895833333333,41.8958333333333
-146.229166666667,58.9791666666667
-166.0625,28.3958333333333
-129.729166666667,67.7291666666667
-169.479166666667,47.9791666666667
-160.395833333333,36.6875
-135.354166666667,53.0208333333333
-144.1875,47.6041666666667
-144.3125,55.6458333333333
-114.1875,62.0625
-129.104166666667,33.8125
-95.2708333333333,50.2708333333333
-166.979166666667,54.3958333333333
-125.229166666667,53.0625
-124.479166666667,41.5625
-152.145833333333,52.1041666666667
-163.770833333333,49.4375
-148.854166666667,45.7708333333333
-146.145833333333,37.2708333333333
-135.1875,54.0208333333333
-94.8958333333333,66.2291666666667
-118.979166666667,64.1458333333333
-148.520833333333,49.3541666666667
-108.020833333333,61.6458333333333
-107.3125,55.3541666666667
-133.104166666667,42.8958333333333
-174.3125,34.6458333333333
-164.604166666667,30.9375
-151.8125,38.4791666666667
-167.020833333333,48.7291666666667
-123.0625,54.8958333333333
-140.6875,35.6041666666667
-128.229166666667,54.7291666666667
-172.104166666667,50.2708333333333
-170.395833333333,28.9375
-121.8125,66.1041666666667
-104.479166666667,57.8541666666667
-129.5625,28.1875
-155.979166666667,37.8125
-112.4375,43.7291666666667
-129.104166666667,47.8958333333333
-134.5625,56.3958333333333
-148.895833333333,42.8125
-162.104166666667,65.5208333333333
-159.520833333333,27.9791666666667
-158.9375,65.3958333333333
-167.354166666667,36.3958333333333
-165.979166666667,41.4375
-101.729166666667,50.6875
-102.229166666667,55.7708333333333
-148.979166666667,44.9375
-112.979166666667,70.6458333333333
-98.4375,26.9375
-130.645833333333,33.5625
-117.520833333333,32.3125
-142.229166666667,40.7708333333333
-116.979166666667,37.4791666666667
-163.5625,62.3125
-172.854166666667,37.5625
-158.729166666667,29.8125
-151.854166666667,56.1041666666667
-105.4375,28.6458333333333
-164.104166666667,58.3958333333333
-129.354166666667,45.7708333333333
-96.1458333333333,36.6041666666667
-135.3125,39.4791666666667
-118.8125,46.3541666666667
-143.020833333333,33.6458333333333
-134.104166666667,52.5625
-171.354166666667,59.8958333333333
-158.729166666667,41.8125
-96.0625,69.1458333333333
-164.645833333333,38.3958333333333
-104.604166666667,32.7708333333333
-120.270833333333,40.8541666666667
-117.5625,66.1041666666667
-172.770833333333,43.7708333333333
-141.270833333333,30.6041666666667
-102.9375,68.5208333333333
-173.0625,35.7708333333333
-169.9375,36.3125
-133.645833333333,64.8958333333333
-125.229166666667,33.6458333333333
-173.0625,60.8125
-131.979166666667,32.8125
-143.895833333333,33.6458333333333
-116.479166666667,38.7291666666667
-130.104166666667,54.3125
-121.479166666667,58.6458333333333
-95.4375,50.2291666666667
-114.3125,36.0208333333333
-148.604166666667,38.6875
-163.0625,27.4375
-167.229166666667,56.6875
-126.854166666667,70.3541666666667
-137.020833333333,31.1875
-118.979166666667,66.2708333333333
-99.0208333333333,53.3958333333333
-165.104166666667,31.3958333333333
-107.5625,49.9375
-173.4375,44.2708333333333
-126.645833333333,32.6041666666667
-154.270833333333,30.3958333333333
-138.520833333333,37.3125
-138.520833333333,32.4791666666667
-165.5625,47.1875
-162.229166666667,61.1458333333333
-159.5625,48.6041666666667
-140.0625,41.2708333333333
-146.4375,36.6875
-169.8125,32.5208333333333
-100.895833333333,66.2708333333333
-124.395833333333,63.0208333333333
-122.895833333333,32.7291666666667
